,0
681,"Easy, pleasant, high fiber intake; easier, more pleasant, higher gram count than Metamucil.  Rich, crunchie bran flavor!"
682,"Delicious. Fresh tasting. . . and, it does taste like home-made. Really a good sauce. Quick and easy to heat up too!"
683,Sanka/Nescafe & Pumpkin Spice Coffeemate is a much better quick cuppa than this glorified cup of sugar water
684,This is a 10% blend! Says so on the bag but you must display and zoom to see and read. Shame on Amazon!
685,"Not worth the cost for the amount of time they last. Plus, possible safety hazard to the dog."
686,Retro Candy baskets make a unique gift for any occasion...one sure to bring back the memories
687,Does NOT taste like tea. SO sweet.  If looking for a good black tea look elsewhere...
688,"This drink is fantastic in that it tastes like ""regular"" soda although it is 100% juice!"
689,A big hit with my two 3-year old felines. And a Google check okays its fat content
690,My fancy feast only cat loves it at first but now he only likes the juice in it!
691,"Whiskas Purrfectly Fish Tuna & Whitefish Entree in Natural Juices Food for Cats, 3-Ounce Pouches (Pack of 24)"
692,Quite good for the baby that has not yet or is in the process of teething
693,"A BIG fan here  (low fat, tasty, very filling, excellent price/oz ratio, 1 yr future expiy date)d)"
694,"My edogs love them! One of my dogs is allergic to corn, so these are the perfect treat! They smell like roasted chickedn....not"
695,"It's like the old joke: these cheese straws are terrible, and the portions are so small!"
696,"T A S T Y, ....B A R G A I N -- P R I C E D.......N U T R I T I O N.. : )"
697,"This coffee was so weak and watery I gave it away.  I thought I had ordered a bolder blend, but had mistakenly ordered this."
698,Disappointed: Sad or displeased because someone or something has failed to fulfill one's hopes or expectations.
699,"A great product, but it is DEADLY to dogs and people need to be careful with it!!!"
700,Flaxseed is very tasty and wonderful for health benefit only if you get the good quality one!
701,Viva Italia Hybrid Tomato Seeds - Lycopersicon Esculentum - 0.2 Grams - Approx 70 Gardening Seeds - Vegetable Garden Seed
702,Seven reasons why I did not enjoy this product (but flavor is a matter of personal preference)
703,My fancy feast only cat loves it at first but now he only likes the juice in it!
704,"Whiskas Purrfectly Fish Tuna & Whitefish Entree in Natural Juices Food for Cats, 3-Ounce Pouches (Pack of 24)"
705,This Product was Recommended for my Husband by a Dermatologist - Luckily Amazon had it in stock!
706,My fancy feast only cat loves it at first but now he only likes the juice in it!
707,"Whiskas Purrfectly Fish Tuna & Whitefish Entree in Natural Juices Food for Cats, 3-Ounce Pouches (Pack of 24)"
708,This Product was Recommended for my Husband by a Dermatologist - Luckily Amazon had it in stock!
709,"It's not very ""green"" to have to throw out toxic broken bulbs...or buy replacements for them!"
710,The only thing missing that I was looking for is the Subscribe & Save program for this item.
711,"While I prefer the red Lavazza for a drip machine, this is perfect for my espresso needs....."
712,T O O......C H U N K Y......A N D.....C R U N C H Y
713,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
714,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
715,I have not received the Nespresso capsules yet.  I am patiently waiting for them to arrive.
716,Love that a driver leaves at the door for me so I don't have to handle in the grocery store.
717,Love this Jasmine tea; get the white label marketed in Japan for original Jasmine flower taste!
718,much smalller than regular pigs ears - my dog says .. OMG THESE ARE EVEN BETTER TASTING ..... YUMMMMMMMMMM
719,I Pour It on Creme of Wheat and Oatmeal; It is My Secret Weapon for French Toast
720,"Used to own stock in the company, but changed their formulation, and get a much lower rating"
721,"Not worth the cost for the amount of time they last. Plus, possible safety hazard to the dog."
722,It's been 20 years since I had one - I think the one I got was 20
723,"Used to own stock in the company, but changed their formulation, and get a much lower rating"
724,"YS Organic Bee Farms CERTIFIED ORGANIC RAW HONEY 100% CERTIFIED ORGANIC HONEY Raw, Unprocessed, Unpasteurized - 32oz"
725,Read on for the story here. Lubeck Niederegger is the best highest quality of Marzipan! The Connoisseur's Marzipan!
726,"Thank you for the great price of the Coconut Oil, not so happy the way the book was sent."
727,Can't find ANYWHERE since about 2 weeks ago~Not even online except in 5 lb bags of beans!
728,this is nasty ! DO NOT BUY THIS ! it does NOT taste like any nacho or spicy.
729,asome stuff dont hhear any body els say bad stuff its an asome thing to use
730,REAL nutrition label.  I posted this because Amazon typically does not have the accurate label info
731,"It's Kellog's R. Brain, which most people already know, so buy on price if cheaper than store, but..."
732,Tastes like coconut water from a fresh coconut stored in a plastic jug in the trunk of your car for a few days!
733,"My dogs love them, but why is the 24 pack more per ear than the 12 or 20 pack?"
734,"A cheap imitation of the real deal, but maybe worth a try if you have never tasted absinthe before"
735,"Great for the bread machine or any other yeast needs...this is NOT compressed yeast, it's regular granular."
736,"Wow this stuff is dangerous to have around if you're on a diet, it's so good!"
737,Food Ref put down your whistle! Annie's Snacks save you from calling FOUL! @ snack time
738,Artisian Chocolate: Deep Flavored Dark Chocolate with Strong Coffee Bean Bits --- Delicious!  -- No Chemicals - All Natural
739,"Does not taste like Lipton Yellow Label tea sold in Italy, possibly stale, no expiration date on pkg."
740,Let's compare Bigelow Organic Green Tea 160 Tea Bags vs. Bigelow Organic Green Tea 150 Tea Bags
741,Salt & Cracked Pepper Canyon Cut.  OMG The Best Chips I've Ever Had By Far. Delecious
742,"I know it has some questionable ingredients, but this is the only thing that fixed my dog's rash."
743,"Justin's Nut Butter Natural Maple Almond Butter 10 Count Squeeze Packs, 11.5-Ounce Boxes (Pack of 3)"
744,The best red beans & rice mixture available and it cooks well in the rice cooker too!
745,"Not as good as I thought, simple and bit too sweet, by far lag behind the Pad Thai from restaurant."
746,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
747,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
748,"Not too sweet or bitter, & the mint isnt too strong or weak either. A GREAT candy!"
749,"Excellent product, but expensive due to the Fukushima Daiichi disaster. I expect the price to go back down in a few years."
750,"Chocolate, Organic, Gluten & Dairy Free light refreshing 100 calorie drink. Portable & shelf stable what more can you ask for!"
751,G E V A L I A........I N S T A N T.......C O F F E E ??????
752,"No reason not to award 5 stars - rich, sweet, dark - with a molasses-like after taste"
753,"Makes the best mousse recipe on the back! To lighten the calorie load, I use 1/2 cream and 1/2  half n half -  sometimes splend"
754,"Not sure if I got a bad batch, or if the tea is just MEANT to be this watery and heavy on the anise flavor!"
755,Planters Peanut Bars are so hard to find in stores today that it is a relief to get them on Amazon. I will continue to purchase
756,"My dog like it, but i don't know if it is good for him or not, but since it is fruits so i don't think it is."
757,"OK, but lids on few cups were glued on slightly off and they overflowed; taste is off"
758,Delicious and potent!  (Do not use in making home made icrecream - vanillin is a natural agent that increases freezing temp)
759,Messy to use. Like the CLEAR SCALP & HAIR BEAUTY THERAPY Ultra Shea Nourishing Scalp & Hair Oil much better
760,It worked just like it is supposed too for severly dry scalp. Great short hair dressing for men or women.
761,"It used to be a lot thicker, it is now sweet and sour Potato Soup when heated, as you eat German style heated."
762,"Not even one star! Not fit for human consumption, not like the picture at all...all gravy, not white meat chicken...horrible!"
763,"Celestial Seasonings Decaffeinated Green Tea, K-cups For Keurig Brewers, 24-count, Boxes (Pack of 2) from Amazon"
764,Baby Gourmet's Juicy Pear and Garden Greens pureed baby food is an excellent way to introduce veggies into a baby's diet ...
765,"Awesome! Not Just for Babies, Also for those ordered by Doctors to be on Soft Diet"
766,"Baby Gourmet Pear & Garden Greens - Great Tasting Quality Product, But Packaging Could Be Improved"
767,"Easy packaging for baby food, especially if you need to feed your little one on the go!"
768,Tastes great... But my shipment was old (best buy July 20th) I got them in August 20th
769,AWESOME Baby Gormet Pear & greens for all ages. 18 month and 11 year old loved this green squeezable organic Veggie fruit pouch.
770,Danger: 5 lb puppy swallowed one in less than 10 minutes (Petite size labeled for dogs less than 11 lbs)
771,Danger: 5 lb puppy swallowed one in less than 10 minutes (Petite size labeled for dogs less than 11 lbs)
772,"No, it's not the same ""sweet"" as sugar but may be a good natural alternative to artificial sweeteners."
773,"Toy Yorkie and Pug both love these, but yorkie hides hers and comes back for the pugs too :-)"
774,This is  absolutely 1st rate Spelt. I am so grateful to find un-milled spelt that I can mill into flour my self at home.
775,"If you like Sardines or are new to them, these are a good brand to try"
776,Not a well know brand BUT a GREAT grain free food @ a very GOOD price!!
777,Might make your plants happy if you gave it to them. Or it might kill them. Not sure...
778,Only 1 out of 3 cats will eat it...but they liked it better than the venison
779,I will use this if i cant find any of my favorites or in a pinch.
780,A big hit with my two 3-year old felines. And a Google check okays its fat content
781,"Bentley's Finest Teas Wood Grain Tea Chest, Variety Pack of 6 Flavors, Tea Bags, 120-Count Box"
782,Clear Men is a better alternative to H&S - great smell and feel on the scalp - no need for separate conditioner either
783,"For a ""quick"" cup of ""real"" chocolate milk, this is the best. For baking, don't use powder!"
784,got only 5 when ordered 6  .  2 boxes leaking and appears to be filled with something else.
785,General Foods International Cafe Vienna Austrian Style Coffee Drink Mix. 10 oz. x 6 tin jars
786,Recipe has changed and our pets only give it 3 stars now. This used to be their favorite.
787,"Great natural tasting flavor, every one loves it - great way to make kids drink more water."
788,"Crystal Light On The Go Natural Lemonade, 10 Count Packets (Pack of 6) by Crystal Light"
789,"Item advertised is for ""Active Maturity Hairball, and what is received is called ""Mature Adult Hairball"". Deceiving"
790,A little different in a good way - the pepper makes it tasty! Savory-sweet. Very filling.
791,Olio Taibi is fantastic! Much more flavorful than the EVOO I typically buy at Trader Joes and Whole Foods
792,"An okay filtered municipal tap water with slight ""chalky"" aftertaste, but the misleading health claims and hype are quackery!"
793,"Seems to Provide Good Hydration After a Workout. Still A Little Skeptical, But Worth Trying if You are a Bottled Water Drinker."
794,"Smooth, refreshing water. Does it live up to what it says? Yes. Is it going to improve your health? Yet to find out"
795,This is the BEST tasting water I ever had - period! (yeah I gave 5 stars to - water!)
796,It's reverse osmosis filtered municipal water with baking soda added - tastes fine but nothing special
797,Delicious ORGANIC Cold pressed Coconut oil. Great for cooking and can also be used as lotion or conditioner.
798,A nice blend. Medium heat - not too much vinegar and a smart buy in the 32 oz size
799,Y U M M Y...........B U T......I ' V E......T A S T E D.......B E T T E R
800,A nice blend. Medium heat - not too much vinegar and a smart buy in the 32 oz size
801,I've eaten so many of these that I'm certain my bones are made out of them.
802,The 6 box set of tiny crackers is a very long-lasting supply.  They're salty but better than others I've seen in terms of health
803,Buyers beware.  This item is a tiny small bag of crackers not the big box you would think it is.
804,BEWARE - This is NOT the same as the old Honey Milk Light.  Has sugar alcohol in it!
805,Not sure about trying yet?  You can buy one for $11 at Smart & Final in CA.
806,"I have been buying and drinking this water since i found it on a trip to Amarillo, Texas"
807,"26 - 28 cookies in bag. Whole family loves this perfect Ginger Snap cookie. Awesome flavor & Crunch. Dairy ,Wheat, & Gluten free"
808,"For anyone suffering from lactose intolerance or even celiac, and looking for a sweet and delicious snack, look no further."
809,Really diminishes the hairball throw-up & Have picky eater cats but found a way to get them to eat this!!
810,All 5 pooches loved it and even wanted to eat the paper with the smell on it.
811,"Healthy,  gluten-free,  no cholesterol and very filling. Ways to offset bland taste. A staple in our house."
812,A soup with lots of veggies but the smokiness is a bit too much for me
813,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
814,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
815,"I think most people will like this taco sauce.  I know for the most part, I did."
816,"good stuff-tiny amount, perfect size if you just want to give your pet a 1-time indulgence!"
817,"Great little dispenser for Jelly Bellys, hard to figure out to set it not to take coins"
818,If you think it taste bad you are probably not preparing it in the right way
819,Make sure you do more than taste a tiny packet or two before buying NASTY STUFF
820,"I don't like Hazelnut, but You Might!  I love every other Green Mountain K-Cup That I've Tried!"
821,M I S S I N G......I N G R E D I E N T S
822,"Great value, less than $2 a piece when combined with another item to get Free Super Saver Shipping."
823,T A S T E - T H E - D I F F E R E N C E
824,"Great quality, but go in with someone else, unless you are preparing for a post-apocalyptic event"
825,WARNING: These dog treats are Made in CHINA. (We gave these to our dog who was diagnosed with an autoimmune disease & diabetes)
826,S C R U M P T I O U S......B U T ---- I S.....S O M E T H I N G.....M I S S I N G....? ?
827,Much less expensive than the coffee house variety I was buying and I think it's the very same product!
828,"If you like the smell of feet and the taste of chalk, this bar's for you"
829,"If you like the smell of feet and the taste of chalk, this bar's for you"
830,"delicious in most iced drinks, a little tricky to make, worth the effort; too much in this package"
831,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
832,THERE ARE MANY GOOD BRANDS OF BREWERS YEAST - TWIN LABS ADDS TASTE & VALUE TO A WINNING FORMULA
833,"My dog like it, but i don't know if it is good for him or not, but since it is fruits so i don't think it is."
834,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
835,"Really nice, healthier version of Rice Krispies, great for those avoiding gluten (though celiac disease folk may need to beware)"
836,"I like the size of the sheets, and the fact it was easy to work with."
837,Edward & Sons organic mashed potatoes are an excellent choice for those who want an organic and/or gluten free product ...
838,this is the best coffee I have ever had and it is consistent in its taste
839,"Harmony House Foods Dehydrated Jalapeno Peppers, diced (5 oz, Quart Size Jar) for Cooking, Camping, Emergency Supply, and More"
840,Great fresh tasting organic apple juice. Excellent for all ages. I am 50 and love it!
841,"I don't recommend drinking energy drinks on a regular basis, but these are great for the times when you actually need the boost!"
842,"More Like 3 Hour Energy For Me, But Still Better Than All The Other Energy Drinks"
843,"The naysayers overstate the 'problems', and the bottom line is, this stuff WORKS. No sugar, no crash. It's true."
844,Perfect addition to any Indian meal and a versatile condiment that works as a dip or spread
845,"Holy moly, don't think ""I'll eat just a taste"" because this is addictiive and you'll likely keep eating."
846,Good for YOU and Good for Children and FUN to EAT plus some NEAT-O TRICKS & TIPS!
847,"If you like Slim Jims and/or Tabasco, then these babies are fantastic. Hot, but delicious. A+!!!"
848,The best almond flavor out there. How could something so delish be so good for you?
849,A good flavor but not bold in comparison to some of the other flavors and more salt!
850,The price is $8 higher than buying at the store which is way too high already. Good product but the price is out of line.
851,Why must I spend 30 minutes googling for ingredients and allergen information  when they should be listed here?
852,I love it but it never gets here--why does Amazon not have a 'Choose Shipper' box?
853,My fancy feast only cat loves it at first but now he only likes the juice in it!
854,"Whiskas Purrfectly Fish Tuna & Whitefish Entree in Natural Juices Food for Cats, 3-Ounce Pouches (Pack of 24)"
855,Next best option to homemade baby food... if you don't have time to make your own at home!
856,Yummy spoonfuls is the best thing I could have done for my son and our family
857,10x the cost of Swiss Miss packets for an inferior product and no real convenience factor!
858,It has a slight peppery aftertaste that disappears when you drink a swallow of your drink
859,WOW! You need to try these they are great treats for everyone!!!  Treated me like a Great custumer my first buy
860,"26 - 28 cookies in bag. Whole family loves this perfect Ginger Snap cookie. Awesome flavor & Crunch. Dairy ,Wheat, & Gluten free"
861,"For anyone suffering from lactose intolerance or even celiac, and looking for a sweet and delicious snack, look no further."
862,"Not too sweet or bitter, & the mint isnt too strong or weak either. A GREAT candy!"
863,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
864,Only Can food my dog will eat and not get sick. So I guess it is good!!
865,"It's so good, I don't even want to tell you because I'm afraid the price will go up (law of supply and demand)"
866,"Bariani Olive Oil  From Taylors Mkt Ca.. -- about as close to. ""methods at the time of Christ"" as you can get!"
867,gluten free waffles a big hit a my B&B. I make them in a heart shaped waffle iron for added appeal.
868,"FIDO BELLY BONE caused SEIZURES in my dog, it has Rosemary Extract and garlic in it."
869,"Sweetens well, but if you're used to and like the Starbucks Vanilla Sugar Free syrup...not comparable"
870,Quite good for the baby that has not yet or is in the process of teething
871,"Good.  Would buy if easily available, but wouldn't go out of my way to find it"
872,"Tastes good, can use in a variety of recipes even on your sandwich (if you like spicy food)"
873,A young vigorous Islay with a huge flavor profile but also a sweet and wooded side.
874,"C L A S S I C,......Y U M M Y......C E R E A L......F O R.....Y O U N G.....A N D.....O L D...!"
875,will NEVER get this on time This is NOT a prime shipping item!!! My shipment has not shipped and they will not let me Cancel
876,Buyer Beware...Horrible ..don't buy this product!  Amazon needs a NO Star for products like this one!
877,WARNING: These dog treats are Made in CHINA. (We gave these to our dog who was diagnosed with an autoimmune disease & diabetes)
878,Awesomely Delicious Gluten Free BBQ Chips! Great smokey sweet flavor enhanced by that great kettle cooked crunch.
879,AWESOME sweet BAR B Q chips with a very crispy hard crunch. Best BBQ chips out there.
880,"I prefer this to the one made by ""Back to Nature""; packaging can still be improved"
881,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
882,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
883,great item and even superb seller (Kosher Konnection).  got the item 2 days before the expected delivery date!
884,My 4.8lb Chihuahua loves these! So do her doggie friends that live at the vet clinic I work at!
885,"Chocolaty Crunchy Triangle Puffs. Not Too Salty, Not Too Sweet. A Decent Alternative to Satisfy the Afternoon Snack Cravings."
886,"Acually has a bit of Blueberry puree...there's NO HIGH FRUCTOSE CORN SYRYP and not too sweet, edible applesauce."
887,"Kraft Spaghetti Classics, Tangy Italian Spaghetti Spice Mix & Parmesan Cheese, 8-Ounce Boxes (Pack of 24)"
888,My son is named Quinn which is why I tried this popcorn.  Now I tell him I named him after the popcorn!
889,"If Your Kids are Stupid Enough to Think Water is Cool When It's In a Bottle with a Cartoon Character, Then Fork Over Your Cash"
890,A Potent Hot Sauce - it should be in every kitchen. Far better than Tabasco. The 28oz is only a few cents more
891,IF IT DOESN'T TASTE GOOD IT IS HARD TO GET PEOPLE TO ADD IT TO THEIR FOOD OR DRINKS
892,Disappointed in the one sold on Amazon... it's not the same as the grocery store version.
893,F a n t a s t i c  P r o d u c t!
894,Great for Those Who Don't Want to Take the Time to Make a Simple Sugar Syrup
895,I love this Ghirardelli Mint Chocolate. Perfect for after dinner or as a dessert. It tastes just right
896,The only thing missing that I was looking for is the Subscribe & Save program for this item.
897,"Perfect for Vegans and Weight Loss Surgery patients!  Gluten free, good source of Protein, low sugar, healthy!"
898,THERE ARE MANY GOOD BRANDS OF BREWERS YEAST - TWIN LABS ADDS TASTE & VALUE TO A WINNING FORMULA
899,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
900,Ordered the item on the 7th.. wasnt shipped until the 14th!! WAY BEHIND THE ESTIMATED ARRIVAL DATE!
901,Excellent new Kool-Aid flavor Mango.  Even though aritficial is has a natural fresh mango flavor.  Our New Favorite.
902,If I could rate this cereal an infinite instead of a 5 star then I would!!
903,It's Helping Clear my Acne/ I wrote a lot but its worth reading if u suffer from acne
904,"It has 202 cals and 53 carbs per cup. Great sweetener, but their marketing is misleading!"
905,Not the BEST $$ can buy but the best all-over Bittersweet Chocolate in THIS price range: Great for Cooking & Snacking
906,I bought a ton of this soup assuming it would be edible...it's not.  It makes me want to regurgitate it when I try to eat it.
907,"Great product, with a little effort. Here is the 1 . 2 . 3 . ."
908,You may need to do a little math to ensure the Amazon quantity is a good deal
909,"Awesome tomato soup with big Elmo shaped noodles. Kids, Grankids & adults all love this organic soup."
910,"This is REALLY great!  Great taste, super fast, Sensational for college kid's, seniors and EVERYONE. Yummy!"
911,"Wow - we were given a bag of ""cereal based dog food""... ugh! the smell!! We quickly returned to Hi-Tek!!"
912,Dog love them and one of these works for about 3 to 4 days on our boxer.
913,"son excelentes, les encantan a mis perritos y le mantienen el aliento fresco. llegaron a tiempo y en perfecto estado."
914,Greenies are not digestible -your puppy will vomit and have diarrhea and will get very sick
915,Exactly as pictured and arrived on Valentine's Day without request - 4 days ahead of schedule!!
916,"Don't get ripped off.  The bag in the picture is much bigger than what you get and to top that off, the bags were stale. RIPOFF!"
917,"Fussy eater Himalayan-Manx mix won't touch anything else (well, almost anything...he likes my organic slow roasted chicken)."
918,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
919,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
920,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
921,The Red Rain Energy Shot tasted good but the drink did not give me a shot of energy.
922,"a great work horse bar that will give you energy, has a great mild flavor and you won't get sick of"
923,"More expensive than before, but 40 cents per cup (2 packets) is still cheaper than Starbucks"
924,Great product; wish the price was a little lower and Amazon would add it to subscribe and save
925,E L I X I R.....O F.....L I F E....? ? ? ?  ( Yet ...One....More....Testamonial ...! )
926,"Very little Tea in this product! Yields a weak, watered down lower than expected tea experience."
927,A Great Hot Sauce. Worthy of being a staple in any kitchen.  Almost as hot as Tabasco but with much better flavor.
928,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
929,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!
930,Excellent on the go organic juice Whole family. I got these for kids 8 & 11. Bottles recycle #1.  NOT JUST FOR BABIES!
931,"item is awesome, my only disappointment is that cans were dented and cocoa dust was all in bag- not a product that could be retu"
932,Easily my favorite tasting energy drink - but it's worth shopping around for the best price
933,My Black Labrador throws up the new formula of Canidae All Life Stages Dry Dog Food
934,"While I prefer the red Lavazza for a drip machine, this is perfect for my espresso needs....."
935,"If you like a dark and toasty big mug with just one K-cup, this will do it."
936,C A N A D I A N......M A P L E.....S Y R U P......W I T H ....A.....P L U S..!
937,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
938,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
939,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
940,Best coconut water I've had outside of Asia. Price on AMZN is too much. Whole Foods has it for less than 20 bucks a case.
941,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
942,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
943,"Hands down---This is the BEST instant coffee you will ever drink! No Acid kick back, smooth, creamy, FLAVOR!!!!!!!"
944,To say this has minerals and is therefore healthy is misleading and deceptive - this is SALT.
945,I enjoyed the quality of the product. It was a good deal. The price is verycheap for vanilla beans. The delivery was fast.
946,"Compared to the Other Leading Brands, Special K Granola Bars Have More Protein and Less Fat!"
947,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
948,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
949,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count"
950,I take 4 oz per day and it kicks right in i dont get tired at all
951,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
952,"Just when I thought it couldn't get any better than Caribou's signature blend, along comes Daybreak!"
953,11 YEAR OLD ASPIE ADORES THIS ONE. He says tastes like a Pina Colada.  Check out our smootoe recipe.
954,Recipe of Spicy Sesame Linguine seems to have changed for worse & Price gone up by more than 50%
955,"My dogs love them, but why is the 24 pack more per ear than the 12 or 20 pack?"
956,Not same as the Ginger Chews and are not meant to be. These are motion sickenss candies and work great!!
957,Danger: 5 lb puppy swallowed one in less than 10 minutes (Petite size labeled for dogs less than 11 lbs)
958,Danger: 5 lb puppy swallowed one in less than 10 minutes (Petite size labeled for dogs less than 11 lbs)
959,"runts...thought I was ordering more for the money, but could have done better locally without paying shipping costs"
960,"Too much vinegar in this variety. The ""extra hot"" version (look for a black background on the label) is much better"
961,"Super wonderful, stable/thick whole chips, not greasy/not too salty, eats like a meal, not a snack...could make nachos w/these!"
962,"Deeply disappointed -- Artic Zero is similar to ""ice milk"" w/ bad aftertaste -- husband says ""it tastes like cardboard"""
963,"Better than PG Tips, But the Bags are Poorly Made. Variety Is a Must with Tea..."
964,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
965,Purchased a bag with way too much salt - Company provided a replacement: almonds were perfect
966,"Great mojito flavor and if you are clever, you can make cocktails out of this too"
967,Bad Packaging when I got them it was a melted clump! Very dissapointed :(  Did not come in container shown just a plastic baggy
968,Fishy smell - gives our dogs bad breath. Also noticed our dog dragging her butt after eating
969,If you have a cat that likes to vomit on your carpet or your down comforter
970,"Another tasty offering from Nature's Hollow that's a boon to dieters, low carb or otherwise, and diabetics"
971,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
972,A very good middle-of-the-road blend for those who just want a plain old cup of coffee...
973,Dog love them and one of these works for about 3 to 4 days on our boxer.
974,"son excelentes, les encantan a mis perritos y le mantienen el aliento fresco. llegaron a tiempo y en perfecto estado."
975,Greenies are not digestible -your puppy will vomit and have diarrhea and will get very sick
976,"Totally the best of the lower-carb, higher fiber pastas--tastes like regular, but doesn't give me the sleepies"
977,The only thing missing that I was looking for is the Subscribe & Save program for this item.
978,I cannot eat 36 bags of the same fat and color additive in 5-10 days. They already taste stale.
979,The one star is for the price...I'd wish I could give a minus 5...The cereal is a 5 star
980,This is as close to movie theater (or disneyland) popcorn as you can make at home!
981,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
982,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
983,"We like it, the baby likes it, he doesn't spit it up as much as others."
984,Tastes like coconut water from a fresh coconut stored in a plastic jug in the trunk of your car for a few days!
985,As Close To Da Hong Pao/ Ta Hung Pao for the price as you can get.
986,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored
987,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato
988,"Awesomely delicious. PORTABLE FRUIT for anyone. Organic, low sodium, nothing aritfical, gluten free. We all ages 2 to 84 love."
989,The only thing missing that I was looking for is the Subscribe & Save program for this item.
990,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it"
991,He Is a Military Retired Soldier That Has Made The World's Best Barbecue Sauces (LOOSE LIP LARRY'S)
992,"Wow!  Who knew wheatgrass was so delicious?!?  (well, millions of you out there, I would guess.....)"
993,YOU ARE PICTURING  Herdez Salsa Casera Mexicana Picante CAN NOT GET THIS ITEM Mexicana Picante YOU CAN GET Herdez Salsa Casera
994,"You won't find this on the shelf, but MD.s and Parents should know it is out there!"
995,"Definition of NON-GE for this product, from Now Foods. I have not used this item, am just giving definition."
996,My Black Labrador throws up the new formula of Canidae All Life Stages Dry Dog Food
997,"26 - 28 cookies in bag. Whole family loves this perfect Ginger Snap cookie. Awesome flavor & Crunch. Dairy ,Wheat, & Gluten free"
998,"For anyone suffering from lactose intolerance or even celiac, and looking for a sweet and delicious snack, look no further."
999,Good price (w/ S&S); crunchy flakes&low fat. 16.7oz is all cereal & f.dried strwberries. But a little too sweet...
1000,One star is the minimum - I would give 0 stars -What kind of subscription is this if they DOUBLE the price from time to time?
1001,"I ordered the Orange juice, but what was sent was Apple juice. The kids loved it, but just wanted to let you know."
1002,"Awesome natural dried dill. Adds a great fresh dill flavor to potato salad or anything. No MSG, radiation or salt."
1003,It would have been 5 stars but a whole section of the coconut oil was missing from the jar
1004,Wow where has coconut oil been all my life - just Google the health benefits and be amazed!
1005,Too Vinegary for me.  Going back to the original Franks RH + Butter recipe from Buffalo
1006,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
1007,"You stuck me with this  I Never ordered it ,  ried to cancel but you refused"
1008,My dogs love them. I love my dogs and I love shopping at Amazon but not for this item
1009,"When I reach for fish sauce, I reach for Three Crab fish sauce. All other brands just stink."
1010,The best almond flavor out there. How could something so delish be so good for you?
1011,A good flavor but not bold in comparison to some of the other flavors and more salt!
1012,"Great Product , No Sodium , 100% Natural , Tasty and easy to cook !!! loving it !"
1013,Great Buy!!!  By buying in bulk and auto-ship it cuts the cost down to approx. 0.62 per bag!  Cost in stores is $1.00
1014,\STALE ~ I hate this site ~NO WAY to even view the order or contact the seller to let them know I WANT A REFUND
1015,Used to use Barilla Whole Wheat pasta and my tastebuds have not noticed the switch to this pasta.
1016,Please try this brand! You will never go back to any other bloody mary mix ever
1017,Spend $150 and you still have to pay $2 every month for a new gasket? Ridiculous
1018,"Love Teeccino... the perfect way to start your morning, have an afternoon delight, or end a meal."
